trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
S2DD_T25,18:02:00,18:02:00,17,13,,0,0,,,,1
S2DD_T25,18:03:00,18:03:00,18,14,,0,0,,,,1
S2DD_T25,18:05:00,18:05:00,19,15,,0,0,,,,1
S2DD_T25,18:06:00,18:06:00,41,16,,0,0,,,,1
S2DD_T25,18:07:00,18:07:00,42,17,,0,0,,,,1
S2DD_T25,18:08:00,18:08:00,43,18,,0,0,,,,1
S2DD_T25,18:11:00,18:11:00,44,19,,0,0,,,,1
S2DD_T25,18:14:00,18:14:00,45,20,,0,0,,,,1
S2DD_T25,18:15:00,18:15:00,46,21,,0,0,,,,1
S2DD_T25,18:18:00,18:18:00,47,22,,0,0,,,,1
S2DD_T25,18:20:00,18:20:00,48,23,,0,0,,,,1
S2DD_T25,18:22:00,18:22:00,49,24,,0,0,,,,1
S2DD_T25,18:25:00,18:25:00,50,25,,0,0,,,,1
S2DD_T25,18:26:00,18:26:00,51,26,,0,0,,,,1
S2DD_T25,18:29:00,18:29:00,52,27,,0,0,,,,1
S2DD_T25,18:30:00,18:30:00,53,28,,0,0,,,,1
S2DD_T26,18:00:00,18:00:00,32,1,,0,0,,,,1
S2DD_T26,18:07:00,18:07:00,33,2,,0,0,,,,1
S2DD_T26,18:10:00,18:10:00,34,3,,0,0,,,,1
S2DD_T26,18:11:00,18:11:00,35,4,,0,0,,,,1
S2DD_T26,18:13:00,18:13:00,36,5,,0,0,,,,1
S2DD_T26,18:15:00,18:15:00,37,6,,0,0,,,,1
S2DD_T26,18:17:00,18:17:00,38,7,,0,0,,,,1
S2DD_T26,18:19:00,18:19:00,39,8,,0,0,,,,1
S2DD_T26,18:22:00,18:22:00,40,9,,0,0,,,,1
S2DD_T26,18:25:00,18:25:00,15,10,,0,0,,,,1
S2DD_T26,18:27:00,18:27:00,16,11,,0,0,,,,1
S2DD_T26,18:29:00,18:29:00,31,12,,0,0,,,,1
S2DD_T26,18:32:00,18:32:00,17,13,,0,0,,,,1
S2DD_T26,18:33:00,18:33:00,18,14,,0,0,,,,1
S2DD_T26,18:35:00,18:35:00,19,15,,0,0,,,,1
S2DD_T26,18:36:00,18:36:00,41,16,,0,0,,,,1
S2DD_T26,18:37:00,18:37:00,42,17,,0,0,,,,1
S2DD_T26,18:38:00,18:38:00,43,18,,0,0,,,,1
S2DD_T26,18:41:00,18:41:00,44,19,,0,0,,,,1
S2DD_T26,18:44:00,18:44:00,45,20,,0,0,,,,1
S2DD_T26,18:45:00,18:45:00,46,21,,0,0,,,,1
S2DD_T26,18:48:00,18:48:00,47,22,,0,0,,,,1
S2DD_T26,18:50:00,18:50:00,48,23,,0,0,,,,1
S2DD_T26,18:52:00,18:52:00,49,24,,0,0,,,,1
S2DD_T26,18:55:00,18:55:00,50,25,,0,0,,,,1
S2DD_T26,18:56:00,18:56:00,51,26,,0,0,,,,1
S2DD_T26,18:59:00,18:59:00,52,27,,0,0,,,,1
S2DD_T26,19:00:00,19:00:00,53,28,,0,0,,,,1
S2DD_T27,18:30:00,18:30:00,32,1,,0,0,,,,1
S2DD_T27,18:37:00,18:37:00,33,2,,0,0,,,,1
S2DD_T27,18:40:00,18:40:00,34,3,,0,0,,,,1
S2DD_T27,18:41:00,18:41:00,35,4,,0,0,,,,1
S2DD_T27,18:43:00,18:43:00,36,5,,0,0,,,,1
S2DD_T27,18:45:00,18:45:00,37,6,,0,0,,,,1
S2DD_T27,18:47:00,18:47:00,38,7,,0,0,,,,1
S2DD_T27,18:49:00,18:49:00,39,8,,0,0,,,,1
S2DD_T27,18:52:00,18:52:00,40,9,,0,0,,,,1
S2DD_T27,18:55:00,18:55:00,15,10,,0,0,,,,1
S2DD_T27,18:57:00,18:57:00,16,11,,0,0,,,,1
S2DD_T27,18:59:00,18:59:00,31,12,,0,0,,,,1
S2DD_T27,19:02:00,19:02:00,17,13,,0,0,,,,1
S2DD_T27,19:03:00,19:03:00,18,14,,0,0,,,,1
S2DD_T27,19:05:00,19:05:00,19,15,,0,0,,,,1
S2DD_T27,19:06:00,19:06:00,41,16,,0,0,,,,1
S2DD_T27,19:07:00,19:07:00,42,17,,0,0,,,,1
S2DD_T27,19:08:00,19:08:00,43,18,,0,0,,,,1
S2DD_T27,19:11:00,19:11:00,44,19,,0,0,,,,1
S2DD_T27,19:14:00,19:14:00,45,20,,0,0,,,,1
S2DD_T27,19:15:00,19:15:00,46,21,,0,0,,,,1
S2DD_T27,19:18:00,19:18:00,47,22,,0,0,,,,1
S2DD_T27,19:20:00,19:20:00,48,23,,0,0,,,,1
S2DD_T27,19:22:00,19:22:00,49,24,,0,0,,,,1
S2DD_T27,19:25:00,19:25:00,50,25,,0,0,,,,1
S2DD_T27,19:26:00,19:26:00,51,26,,0,0,,,,1
S2DD_T27,19:29:00,19:29:00,52,27,,0,0,,,,1
S2DD_T27,19:30:00,19:30:00,53,28,,0,0,,,,1
S2DD_T28,19:00:00,19:00:00,32,1,,0,0,,,,1
S2DD_T28,19:07:00,19:07:00,33,2,,0,0,,,,1
S2DD_T28,19:10:00,19:10:00,34,3,,0,0,,,,1
S2DD_T28,19:11:00,19:11:00,35,4,,0,0,,,,1
S2DD_T28,19:13:00,19:13:00,36,5,,0,0,,,,1
S2DD_T28,19:15:00,19:15:00,37,6,,0,0,,,,1
S2DD_T28,19:17:00,19:17:00,38,7,,0,0,,,,1
S2DD_T28,19:19:00,19:19:00,39,8,,0,0,,,,1
S2DD_T28,19:22:00,19:22:00,40,9,,0,0,,,,1
S2DD_T28,19:25:00,19:25:00,15,10,,0,0,,,,1
S2DD_T28,19:27:00,19:27:00,16,11,,0,0,,,,1
S2DD_T28,19:29:00,19:29:00,31,12,,0,0,,,,1
S2DD_T28,19:32:00,19:32:00,17,13,,0,0,,,,1
S2DD_T28,19:33:00,19:33:00,18,14,,0,0,,,,1
S2DD_T28,19:35:00,19:35:00,19,15,,0,0,,,,1
S2DD_T28,19:36:00,19:36:00,41,16,,0,0,,,,1
S2DD_T28,19:37:00,19:37:00,42,17,,0,0,,,,1
S2DD_T28,19:38:00,19:38:00,43,18,,0,0,,,,1
S2DD_T28,19:41:00,19:41:00,44,19,,0,0,,,,1
S2DD_T28,19:44:00,19:44:00,45,20,,0,0,,,,1
S2DD_T28,19:45:00,19:45:00,46,21,,0,0,,,,1
S2DD_T28,19:48:00,19:48:00,47,22,,0,0,,,,1
S2DD_T28,19:50:00,19:50:00,48,23,,0,0,,,,1
S2DD_T28,19:52:00,19:52:00,49,24,,0,0,,,,1
S2DD_T28,19:55:00,19:55:00,50,25,,0,0,,,,1
S2DD_T28,19:56:00,19:56:00,51,26,,0,0,,,,1
S2DD_T28,19:59:00,19:59:00,52,27,,0,0,,,,1
S2DD_T28,20:00:00,20:00:00,53,28,,0,0,,,,1
S2DD_T29,19:30:00,19:30:00,32,1,,0,0,,,,1
S2DD_T29,19:37:00,19:37:00,33,2,,0,0,,,,1
S2DD_T29,19:40:00,19:40:00,34,3,,0,0,,,,1
S2DD_T29,19:41:00,19:41:00,35,4,,0,0,,,,1
S2DD_T29,19:43:00,19:43:00,36,5,,0,0,,,,1
S2DD_T29,19:45:00,19:45:00,37,6,,0,0,,,,1
S2DD_T29,19:47:00,19:47:00,38,7,,0,0,,,,1
S2DD_T29,19:49:00,19:49:00,39,8,,0,0,,,,1
S2DD_T29,19:52:00,19:52:00,40,9,,0,0,,,,1
S2DD_T29,19:55:00,19:55:00,15,10,,0,0,,,,1
S2DD_T29,19:57:00,19:57:00,16,11,,0,0,,,,1
S2DD_T29,19:59:00,19:59:00,31,12,,0,0,,,,1
S2DD_T29,20:02:00,20:02:00,17,13,,0,0,,,,1
S2DD_T29,20:03:00,20:03:00,18,14,,0,0,,,,1
S2DD_T29,20:05:00,20:05:00,19,15,,0,0,,,,1
S2DD_T29,20:06:00,20:06:00,41,16,,0,0,,,,1
S2DD_T29,20:07:00,20:07:00,42,17,,0,0,,,,1
S2DD_T29,20:08:00,20:08:00,43,18,,0,0,,,,1
S2DD_T29,20:11:00,20:11:00,44,19,,0,0,,,,1
S2DD_T29,20:14:00,20:14:00,45,20,,0,0,,,,1
S2DD_T29,20:15:00,20:15:00,46,21,,0,0,,,,1
S2DD_T29,20:18:00,20:18:00,47,22,,0,0,,,,1
S2DD_T29,20:20:00,20:20:00,48,23,,0,0,,,,1
S2DD_T29,20:22:00,20:22:00,49,24,,0,0,,,,1
S2DD_T29,20:25:00,20:25:00,50,25,,0,0,,,,1
S2DD_T29,20:26:00,20:26:00,51,26,,0,0,,,,1
S2DD_T29,20:29:00,20:29:00,52,27,,0,0,,,,1
S2DD_T29,20:30:00,20:30:00,53,28,,0,0,,,,1
S2DD_T30,20:00:00,20:00:00,32,1,,0,0,,,,1
S2DD_T30,20:07:00,20:07:00,33,2,,0,0,,,,1
S2DD_T30,20:10:00,20:10:00,34,3,,0,0,,,,1
S2DD_T30,20:11:00,20:11:00,35,4,,0,0,,,,1
S2DD_T30,20:13:00,20:13:00,36,5,,0,0,,,,1
S2DD_T30,20:15:00,20:15:00,37,6,,0,0,,,,1
S2DD_T30,20:17:00,20:17:00,38,7,,0,0,,,,1
S2DD_T30,20:19:00,20:19:00,39,8,,0,0,,,,1
S2DD_T30,20:22:00,20:22:00,40,9,,0,0,,,,1
S2DD_T30,20:25:00,20:25:00,15,10,,0,0,,,,1
S2DD_T30,20:27:00,20:27:00,16,11,,0,0,,,,1
S2DD_T30,20:29:00,20:29:00,31,12,,0,0,,,,1
S2DD_T30,20:32:00,20:32:00,17,13,,0,0,,,,1
S2DD_T30,20:33:00,20:33:00,18,14,,0,0,,,,1
S2DD_T30,20:35:00,20:35:00,19,15,,0,0,,,,1
S2DD_T30,20:36:00,20:36:00,41,16,,0,0,,,,1
S2DD_T30,20:37:00,20:37:00,42,17,,0,0,,,,1
S2DD_T30,20:38:00,20:38:00,43,18,,0,0,,,,1
S2DD_T30,20:41:00,20:41:00,44,19,,0,0,,,,1
S2DD_T30,20:44:00,20:44:00,45,20,,0,0,,,,1
S2DD_T30,20:45:00,20:45:00,46,21,,0,0,,,,1
S2DD_T30,20:48:00,20:48:00,47,22,,0,0,,,,1
S2DD_T30,20:50:00,20:50:00,48,23,,0,0,,,,1
S2DD_T30,20:52:00,20:52:00,49,24,,0,0,,,,1
S2DD_T30,20:55:00,20:55:00,50,25,,0,0,,,,1
S2DD_T30,20:56:00,20:56:00,51,26,,0,0,,,,1
S2DD_T30,20:59:00,20:59:00,52,27,,0,0,,,,1
S2DD_T30,21:00:00,21:00:00,53,28,,0,0,,,,1
S2DD_T31,20:30:00,20:30:00,32,1,,0,0,,,,1
S2DD_T31,20:37:00,20:37:00,33,2,,0,0,,,,1
S2DD_T31,20:40:00,20:40:00,34,3,,0,0,,,,1
S2DD_T31,20:41:00,20:41:00,35,4,,0,0,,,,1
S2DD_T31,20:43:00,20:43:00,36,5,,0,0,,,,1
S2DD_T31,20:45:00,20:45:00,37,6,,0,0,,,,1
S2DD_T31,20:47:00,20:47:00,38,7,,0,0,,,,1
S2DD_T31,20:49:00,20:49:00,39,8,,0,0,,,,1
S2DD_T31,20:52:00,20:52:00,40,9,,0,0,,,,1
S2DD_T31,20:55:00,20:55:00,15,10,,0,0,,,,1
S2DD_T31,20:57:00,20:57:00,16,11,,0,0,,,,1
S2DD_T31,20:59:00,20:59:00,31,12,,0,0,,,,1
S2DD_T31,21:02:00,21:02:00,17,13,,0,0,,,,1
S2DD_T31,21:03:00,21:03:00,18,14,,0,0,,,,1
S2DD_T31,21:05:00,21:05:00,19,15,,0,0,,,,1
S2DD_T31,21:06:00,21:06:00,41,16,,0,0,,,,1
S2DD_T31,21:07:00,21:07:00,42,17,,0,0,,,,1
S2DD_T31,21:08:00,21:08:00,43,18,,0,0,,,,1
S2DD_T31,21:11:00,21:11:00,44,19,,0,0,,,,1
S2DD_T31,21:14:00,21:14:00,45,20,,0,0,,,,1
S2DD_T31,21:15:00,21:15:00,46,21,,0,0,,,,1
S2DD_T31,21:18:00,21:18:00,47,22,,0,0,,,,1
S2DD_T31,21:20:00,21:20:00,48,23,,0,0,,,,1
S2DD_T31,21:22:00,21:22:00,49,24,,0,0,,,,1
S2DD_T31,21:25:00,21:25:00,50,25,,0,0,,,,1
S2DD_T31,21:26:00,21:26:00,51,26,,0,0,,,,1
S2DD_T31,21:29:00,21:29:00,52,27,,0,0,,,,1
S2DD_T31,21:30:00,21:30:00,53,28,,0,0,,,,1
S2DD_T32,21:00:00,21:00:00,32,1,,0,0,,,,1
S2DD_T32,21:07:00,21:07:00,33,2,,0,0,,,,1
S2DD_T32,21:10:00,21:10:00,34,3,,0,0,,,,1
S2DD_T32,21:11:00,21:11:00,35,4,,0,0,,,,1
S2DD_T32,21:13:00,21:13:00,36,5,,0,0,,,,1
S2DD_T32,21:15:00,21:15:00,37,6,,0,0,,,,1
S2DD_T32,21:17:00,21:17:00,38,7,,0,0,,,,1
S2DD_T32,21:19:00,21:19:00,39,8,,0,0,,,,1
S2DD_T32,21:22:00,21:22:00,40,9,,0,0,,,,1
S2DD_T32,21:25:00,21:25:00,15,10,,0,0,,,,1
S2DD_T32,21:27:00,21:27:00,16,11,,0,0,,,,1
S2DD_T32,21:29:00,21:29:00,31,12,,0,0,,,,1
S2DD_T32,21:32:00,21:32:00,17,13,,0,0,,,,1
S2DD_T32,21:33:00,21:33:00,18,14,,0,0,,,,1
S2DD_T32,21:35:00,21:35:00,19,15,,0,0,,,,1
S2DD_T32,21:36:00,21:36:00,41,16,,0,0,,,,1
S2DD_T32,21:37:00,21:37:00,42,17,,0,0,,,,1
S2DD_T32,21:38:00,21:38:00,43,18,,0,0,,,,1
S2DD_T32,21:41:00,21:41:00,44,19,,0,0,,,,1
S2DD_T32,21:44:00,21:44:00,45,20,,0,0,,,,1
S2DD_T32,21:45:00,21:45:00,46,21,,0,0,,,,1
S2DD_T32,21:48:00,21:48:00,47,22,,0,0,,,,1
S2DD_T32,21:50:00,21:50:00,48,23,,0,0,,,,1
S2DD_T32,21:52:00,21:52:00,49,24,,0,0,,,,1
S2DD_T32,21:55:00,21:55:00,50,25,,0,0,,,,1
S2DD_T32,21:56:00,21:56:00,51,26,,0,0,,,,1
S2DD_T32,21:59:00,21:59:00,52,27,,0,0,,,,1
S2DD_T32,22:00:00,22:00:00,53,28,,0,0,,,,1
S2DD_T33,21:30:00,21:30:00,32,1,,0,0,,,,1
S2DD_T33,21:37:00,21:37:00,33,2,,0,0,,,,1
S2DD_T33,21:40:00,21:40:00,34,3,,0,0,,,,1
S2DD_T33,21:41:00,21:41:00,35,4,,0,0,,,,1
S2DD_T33,21:43:00,21:43:00,36,5,,0,0,,,,1
S2DD_T33,21:45:00,21:45:00,37,6,,0,0,,,,1
S2DD_T33,21:47:00,21:47:00,38,7,,0,0,,,,1
S2DD_T33,21:49:00,21:49:00,39,8,,0,0,,,,1
S2DD_T33,21:52:00,21:52:00,40,9,,0,0,,,,1
S2DD_T33,21:55:00,21:55:00,15,10,,0,0,,,,1
S2DD_T33,21:57:00,21:57:00,16,11,,0,0,,,,1
S2DD_T33,21:59:00,21:59:00,31,12,,0,0,,,,1
S2DD_T33,22:02:00,22:02:00,17,13,,0,0,,,,1
S2DD_T33,22:03:00,22:03:00,18,14,,0,0,,,,1
S2DD_T33,22:05:00,22:05:00,19,15,,0,0,,,,1
S2DD_T33,22:06:00,22:06:00,41,16,,0,0,,,,1
S2DD_T33,22:07:00,22:07:00,42,17,,0,0,,,,1
S2DD_T33,22:08:00,22:08:00,43,18,,0,0,,,,1
S2DD_T33,22:11:00,22:11:00,44,19,,0,0,,,,1
S2DD_T33,22:14:00,22:14:00,45,20,,0,0,,,,1
S2DD_T33,22:15:00,22:15:00,46,21,,0,0,,,,1
S2DD_T33,22:18:00,22:18:00,47,22,,0,0,,,,1
S2DD_T33,22:20:00,22:20:00,48,23,,0,0,,,,1
S2DD_T33,22:22:00,22:22:00,49,24,,0,0,,,,1
S2DD_T33,22:25:00,22:25:00,50,25,,0,0,,,,1
S2DD_T33,22:26:00,22:26:00,51,26,,0,0,,,,1
S2DD_T33,22:29:00,22:29:00,52,27,,0,0,,,,1
S2DD_T33,22:30:00,22:30:00,53,28,,0,0,,,,1
S2DD_T34,22:00:00,22:00:00,32,1,,0,0,,,,1
S2DD_T34,22:07:00,22:07:00,33,2,,0,0,,,,1
S2DD_T34,22:10:00,22:10:00,34,3,,0,0,,,,1
S2DD_T34,22:11:00,22:11:00,35,4,,0,0,,,,1
S2DD_T34,22:13:00,22:13:00,36,5,,0,0,,,,1
S2DD_T34,22:15:00,22:15:00,37,6,,0,0,,,,1
S2DD_T34,22:17:00,22:17:00,38,7,,0,0,,,,1
S2DD_T34,22:19:00,22:19:00,39,8,,0,0,,,,1
S2DD_T34,22:22:00,22:22:00,40,9,,0,0,,,,1
S2DD_T34,22:25:00,22:25:00,15,10,,0,0,,,,1
S2DD_T34,22:27:00,22:27:00,16,11,,0,0,,,,1
S2DD_T34,22:29:00,22:29:00,31,12,,0,0,,,,1
S2DD_T34,22:32:00,22:32:00,17,13,,0,0,,,,1
S2DD_T34,22:33:00,22:33:00,18,14,,0,0,,,,1
S2DD_T34,22:35:00,22:35:00,19,15,,0,0,,,,1
S2DD_T34,22:36:00,22:36:00,41,16,,0,0,,,,1
S2DD_T34,22:37:00,22:37:00,42,17,,0,0,,,,1
S2DD_T34,22:38:00,22:38:00,43,18,,0,0,,,,1
S2DD_T34,22:41:00,22:41:00,44,19,,0,0,,,,1
S2DD_T34,22:44:00,22:44:00,45,20,,0,0,,,,1
S2DD_T34,22:45:00,22:45:00,46,21,,0,0,,,,1
S2DD_T34,22:48:00,22:48:00,47,22,,0,0,,,,1
S2DD_T34,22:50:00,22:50:00,48,23,,0,0,,,,1
S2DD_T34,22:52:00,22:52:00,49,24,,0,0,,,,1
S2DD_T34,22:55:00,22:55:00,50,25,,0,0,,,,1
S2DD_T34,22:56:00,22:56:00,51,26,,0,0,,,,1
S2DD_T34,22:59:00,22:59:00,52,27,,0,0,,,,1
S2DD_T34,23:00:00,23:00:00,53,28,,0,0,,,,1
S2DD_T35,22:30:00,22:30:00,32,1,,0,0,,,,1
S2DD_T35,22:37:00,22:37:00,33,2,,0,0,,,,1
S2DD_T35,22:40:00,22:40:00,34,3,,0,0,,,,1
S2DD_T35,22:41:00,22:41:00,35,4,,0,0,,,,1
S2DD_T35,22:43:00,22:43:00,36,5,,0,0,,,,1
S2DD_T35,22:45:00,22:45:00,37,6,,0,0,,,,1
S2DD_T35,22:47:00,22:47:00,38,7,,0,0,,,,1
S2DD_T35,22:49:00,22:49:00,39,8,,0,0,,,,1
S2DD_T35,22:52:00,22:52:00,40,9,,0,0,,,,1
S2DD_T35,22:55:00,22:55:00,15,10,,0,0,,,,1
S2DD_T35,22:57:00,22:57:00,16,11,,0,0,,,,1
S2DD_T35,22:59:00,22:59:00,31,12,,0,0,,,,1
S2DD_T35,23:02:00,23:02:00,17,13,,0,0,,,,1
S2DD_T35,23:03:00,23:03:00,18,14,,0,0,,,,1
S2DD_T35,23:05:00,23:05:00,19,15,,0,0,,,,1
S2DD_T35,23:06:00,23:06:00,41,16,,0,0,,,,1
S2DD_T35,23:07:00,23:07:00,42,17,,0,0,,,,1
S2DD_T35,23:08:00,23:08:00,43,18,,0,0,,,,1
S2DD_T35,23:11:00,23:11:00,44,19,,0,0,,,,1
S2DD_T35,23:14:00,23:14:00,45,20,,0,0,,,,1
S2DD_T35,23:15:00,23:15:00,46,21,,0,0,,,,1
S2DD_T35,23:18:00,23:18:00,47,22,,0,0,,,,1
S2DD_T35,23:20:00,23:20:00,48,23,,0,0,,,,1
S2DD_T35,23:22:00,23:22:00,49,24,,0,0,,,,1
S2DD_T35,23:25:00,23:25:00,50,25,,0,0,,,,1
S2DD_T35,23:26:00,23:26:00,51,26,,0,0,,,,1
S2DD_T35,23:29:00,23:29:00,52,27,,0,0,,,,1
S2DD_T35,23:30:00,23:30:00,53,28,,0,0,,,,1
S2DA_T01,05:30:00,05:30:00,53,1,,0,0,,,,1
S2DA_T01,05:31:00,05:31:00,52,2,,0,0,,,,1
S2DA_T01,05:33:00,05:33:00,51,3,,0,0,,,,1
S2DA_T01,05:34:00,05:34:00,50,4,,0,0,,,,1
S2DA_T01,05:37:00,05:37:00,49,5,,0,0,,,,1
S2DA_T01,05:39:00,05:39:00,48,6,,0,0,,,,1
S2DA_T01,05:41:00,05:41:00,47,7,,0,0,,,,1
S2DA_T01,05:44:00,05:44:00,46,8,,0,0,,,,1
S2DA_T01,05:45:00,05:45:00,45,9,,0,0,,,,1
S2DA_T01,05:48:00,05:48:00,44,10,,0,0,,,,1
S2DA_T01,05:51:00,05:51:00,43,11,,0,0,,,,1
S2DA_T01,05:52:00,05:52:00,42,12,,0,0,,,,1
S2DA_T01,05:53:00,05:53:00,41,13,,0,0,,,,1
S2DA_T01,05:54:00,05:54:00,19,14,,0,0,,,,1
S2DA_T01,05:56:00,05:56:00,18,15,,0,0,,,,1
S2DA_T01,05:57:00,05:57:00,17,16,,0,0,,,,1
S2DA_T01,06:00:00,06:00:00,31,17,,0,0,,,,1
S2DA_T01,06:02:00,06:02:00,16,18,,0,0,,,,1
S2DA_T01,06:04:00,06:04:00,15,19,,0,0,,,,1
S2DA_T01,06:07:00,06:07:00,40,20,,0,0,,,,1
S2DA_T01,06:10:00,06:10:00,39,21,,0,0,,,,1
S2DA_T01,06:12:00,06:12:00,38,22,,0,0,,,,1
S2DA_T01,06:14:00,06:14:00,37,23,,0,0,,,,1
S2DA_T01,06:16:00,06:16:00,36,24,,0,0,,,,1
S2DA_T01,06:18:00,06:18:00,35,25,,0,0,,,,1
S2DA_T01,06:19:00,06:19:00,34,26,,0,0,,,,1
S2DA_T01,06:23:00,06:23:00,33,27,,0,0,,,,1
S2DA_T01,06:30:00,06:30:00,32,28,,0,0,,,,1
S2DA_T02,06:00:00,06:00:00,53,1,,0,0,,,,1
S2DA_T02,06:01:00,06:01:00,52,2,,0,0,,,,1
S2DA_T02,06:03:00,06:03:00,51,3,,0,0,,,,1
S2DA_T02,06:04:00,06:04:00,50,4,,0,0,,,,1
S2DA_T02,06:07:00,06:07:00,49,5,,0,0,,,,1
S2DA_T02,06:09:00,06:09:00,48,6,,0,0,,,,1
S2DA_T02,06:11:00,06:11:00,47,7,,0,0,,,,1
S2DA_T02,06:14:00,06:14:00,46,8,,0,0,,,,1
S2DA_T02,06:15:00,06:15:00,45,9,,0,0,,,,1
S2DA_T02,06:18:00,06:18:00,44,10,,0,0,,,,1
S2DA_T02,06:21:00,06:21:00,43,11,,0,0,,,,1
S2DA_T02,06:22:00,06:22:00,42,12,,0,0,,,,1
S2DA_T02,06:23:00,06:23:00,41,13,,0,0,,,,1
S2DA_T02,06:24:00,06:24:00,19,14,,0,0,,,,1
S2DA_T02,06:26:00,06:26:00,18,15,,0,0,,,,1
S2DA_T02,06:27:00,06:27:00,17,16,,0,0,,,,1
S2DA_T02,06:30:00,06:30:00,31,17,,0,0,,,,1
S2DA_T02,06:32:00,06:32:00,16,18,,0,0,,,,1
S2DA_T02,06:34:00,06:34:00,15,19,,0,0,,,,1
S2DA_T02,06:37:00,06:37:00,40,20,,0,0,,,,1
S2DA_T02,06:40:00,06:40:00,39,21,,0,0,,,,1
S2DA_T02,06:42:00,06:42:00,38,22,,0,0,,,,1
S2DA_T02,06:44:00,06:44:00,37,23,,0,0,,,,1
S2DA_T02,06:46:00,06:46:00,36,24,,0,0,,,,1
S2DA_T02,06:48:00,06:48:00,35,25,,0,0,,,,1
S2DA_T02,06:49:00,06:49:00,34,26,,0,0,,,,1
S2DA_T02,06:53:00,06:53:00,33,27,,0,0,,,,1
S2DA_T02,07:00:00,07:00:00,32,28,,0,0,,,,1
S2DA_T03,06:30:00,06:30:00,53,1,,0,0,,,,1
S2DA_T03,06:31:00,06:31:00,52,2,,0,0,,,,1
S2DA_T03,06:33:00,06:33:00,51,3,,0,0,,,,1
S2DA_T03,06:34:00,06:34:00,50,4,,0,0,,,,1
S2DA_T03,06:37:00,06:37:00,49,5,,0,0,,,,1
S2DA_T03,06:39:00,06:39:00,48,6,,0,0,,,,1
S2DA_T03,06:41:00,06:41:00,47,7,,0,0,,,,1
S2DA_T03,06:44:00,06:44:00,46,8,,0,0,,,,1
S2DA_T03,06:45:00,06:45:00,45,9,,0,0,,,,1
S2DA_T03,06:48:00,06:48:00,44,10,,0,0,,,,1
S2DA_T03,06:51:00,06:51:00,43,11,,0,0,,,,1
S2DA_T03,06:52:00,06:52:00,42,12,,0,0,,,,1
S2DA_T03,06:53:00,06:53:00,41,13,,0,0,,,,1
S2DA_T03,06:54:00,06:54:00,19,14,,0,0,,,,1
S2DA_T03,06:56:00,06:56:00,18,15,,0,0,,,,1
S2DA_T03,06:57:00,06:57:00,17,16,,0,0,,,,1
S2DA_T03,07:00:00,07:00:00,31,17,,0,0,,,,1
S2DA_T03,07:02:00,07:02:00,16,18,,0,0,,,,1
S2DA_T03,07:04:00,07:04:00,15,19,,0,0,,,,1
S2DA_T03,07:07:00,07:07:00,40,20,,0,0,,,,1
S2DA_T03,07:10:00,07:10:00,39,21,,0,0,,,,1
S2DA_T03,07:12:00,07:12:00,38,22,,0,0,,,,1
S2DA_T03,07:14:00,07:14:00,37,23,,0,0,,,,1
S2DA_T03,07:16:00,07:16:00,36,24,,0,0,,,,1
S2DA_T03,07:18:00,07:18:00,35,25,,0,0,,,,1
S2DA_T03,07:19:00,07:19:00,34,26,,0,0,,,,1
S2DA_T03,07:23:00,07:23:00,33,27,,0,0,,,,1
S2DA_T03,07:30:00,07:30:00,32,28,,0,0,,,,1
S2DA_T04,07:00:00,07:00:00,53,1,,0,0,,,,1
S2DA_T04,07:01:00,07:01:00,52,2,,0,0,,,,1
S2DA_T04,07:03:00,07:03:00,51,3,,0,0,,,,1
S2DA_T04,07:04:00,07:04:00,50,4,,0,0,,,,1
S2DA_T04,07:07:00,07:07:00,49,5,,0,0,,,,1
S2DA_T04,07:09:00,07:09:00,48,6,,0,0,,,,1
S2DA_T04,07:11:00,07:11:00,47,7,,0,0,,,,1
S2DA_T04,07:14:00,07:14:00,46,8,,0,0,,,,1
S2DA_T04,07:15:00,07:15:00,45,9,,0,0,,,,1
S2DA_T04,07:18:00,07:18:00,44,10,,0,0,,,,1
S2DA_T04,07:21:00,07:21:00,43,11,,0,0,,,,1
S2DA_T04,07:22:00,07:22:00,42,12,,0,0,,,,1
S2DA_T04,07:23:00,07:23:00,41,13,,0,0,,,,1
S2DA_T04,07:24:00,07:24:00,19,14,,0,0,,,,1
S2DA_T04,07:26:00,07:26:00,18,15,,0,0,,,,1
S2DA_T04,07:27:00,07:27:00,17,16,,0,0,,,,1
S2DA_T04,07:30:00,07:30:00,31,17,,0,0,,,,1
S2DA_T04,07:32:00,07:32:00,16,18,,0,0,,,,1
S2DA_T04,07:34:00,07:34:00,15,19,,0,0,,,,1
S2DA_T04,07:37:00,07:37:00,40,20,,0,0,,,,1
S2DA_T04,07:40:00,07:40:00,39,21,,0,0,,,,1
S2DA_T04,07:42:00,07:42:00,38,22,,0,0,,,,1
S2DA_T04,07:44:00,07:44:00,37,23,,0,0,,,,1
S2DA_T04,07:46:00,07:46:00,36,24,,0,0,,,,1
S2DA_T04,07:48:00,07:48:00,35,25,,0,0,,,,1
S2DA_T04,07:49:00,07:49:00,34,26,,0,0,,,,1
S2DA_T04,07:53:00,07:53:00,33,27,,0,0,,,,1
S2DA_T04,08:00:00,08:00:00,32,28,,0,0,,,,1
S2DA_T05,07:30:00,07:30:00,53,1,,0,0,,,,1
