route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
4,sc,S4SCA_T15,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T16,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T17,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T18,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T19,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T20,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T21,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T22,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T23,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T24,AMIENS,1,,S4-Courte-reverse,1,1
11,LMmJV,11Gsemaine_T01,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T02,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T03,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T04,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T05,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T06,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T07,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T08,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Gsemaine_T09,GRANDVILLIERS,0,,,1,1
11,LMmJV,11Asemaine_T01,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T02,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T03,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T04,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T05,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T06,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T07,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T08,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T09,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T10,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T11,AMIENS,1,,,1,1
11,LMmJV,11Asemaine_T12,AMIENS,1,,,1,1
11,SD,11GSD_T01,GRANDVILLERS,0,,,,
11,SD,11GSD_T02,GRANDVILLERS,0,,,,
11,SD,11GSD_T03,GRANDVILLERS,0,,,,
11,SD,11GSD_T04,GRANDVILLERS,0,,,,
11,SD,11GSD_T05,GRANDVILLERS,0,,,,
11,SD,11GSD_T06,GRANDVILLERS,0,,,,
11,LMmJV,11ASD_T01,AMIENS,1,,,,
11,LMmJV,11ASD_T02,AMIENS,1,,,,
11,LMmJV,11ASD_T03,AMIENS,1,,,,
11,LMmJV,11ASD_T04,AMIENS,1,,,,
11,LMmJV,11ASD_T05,AMIENS,1,,,,
